                            EPHEMERIDES NAUTIQUES DU SOLEIL A 0H UT - ANNEE 2027
                            ====================================================
 
|     Date    |Jr.|   AHvo   |Var AHvo|    Dec    |Var Dec|   AHso   |  T.Pass  |   Lever    |   Coucher   |
| 2027 Jun 22 | M | 179 31.9 | 14.998 | N 23 26.2 | -0.02 | 269 57.4 | 12  1 59 | 4 13 ( 55) | 19 50 (305) |
| 2027 Jun 23 | M | 179 28.7 | 14.998 | N 23 25.8 | -0.03 | 270 56.5 | 12  2 12 | 4 14 ( 55) | 19 51 (305) |
| 2027 Jun 24 | J | 179 25.5 | 14.998 | N 23 25.0 | -0.05 | 271 55.7 | 12  2 25 | 4 14 ( 55) | 19 51 (305) |
| 2027 Jun 25 | V | 179 22.3 | 14.998 | N 23 23.8 | -0.07 | 272 54.8 | 12  2 37 | 4 14 ( 55) | 19 51 (305) |
| 2027 Jun 26 | S | 179 19.1 | 14.998 | N 23 22.2 | -0.08 | 273 54.0 | 12  2 50 | 4 15 ( 55) | 19 51 (305) |
| 2027 Jun 27 | D | 179 15.9 | 14.998 | N 23 20.2 | -0.10 | 274 53.1 | 12  3  3 | 4 15 ( 55) | 19 51 (305) |
| 2027 Jun 28 | L | 179 12.8 | 14.998 | N 23 17.8 | -0.12 | 275 52.2 | 12  3 15 | 4 16 ( 55) | 19 51 (305) |
| 2027 Jun 29 | M | 179  9.7 | 14.998 | N 23 14.9 | -0.14 | 276 51.4 | 12  3 27 | 4 16 ( 55) | 19 51 (305) |
| 2027 Jun 30 | M | 179  6.7 | 14.998 | N 23 11.7 | -0.15 | 277 50.5 | 12  3 39 | 4 16 ( 55) | 19 51 (305) |
| 2027 Jul  1 | J | 179  3.7 | 14.998 | N 23  8.0 | -0.17 | 278 49.6 | 12  3 51 | 4 17 ( 55) | 19 50 (305) |
| 2027 Jul  2 | V | 179  0.8 | 14.998 | N 23  4.0 | -0.19 | 279 48.8 | 12  4  3 | 4 18 ( 55) | 19 50 (305) |
| 2027 Jul  3 | S | 178 57.9 | 14.998 | N 22 59.5 | -0.20 | 280 47.9 | 12  4 14 | 4 18 ( 55) | 19 50 (304) |
| 2027 Jul  4 | D | 178 55.2 | 14.998 | N 22 54.6 | -0.22 | 281 47.1 | 12  4 25 | 4 19 ( 56) | 19 50 (304) |
| 2027 Jul  5 | L | 178 52.4 | 14.998 | N 22 49.4 | -0.24 | 282 46.2 | 12  4 36 | 4 19 ( 56) | 19 49 (304) |
| 2027 Jul  6 | M | 178 49.8 | 14.998 | N 22 43.7 | -0.25 | 283 45.4 | 12  4 46 | 4 20 ( 56) | 19 49 (304) |
| 2027 Jul  7 | M | 178 47.3 | 14.998 | N 22 37.6 | -0.27 | 284 44.5 | 12  4 56 | 4 21 ( 56) | 19 49 (304) |
| 2027 Jul  8 | J | 178 44.9 | 14.998 | N 22 31.2 | -0.29 | 285 43.6 | 12  5  5 | 4 22 ( 56) | 19 48 (304) |
| 2027 Jul  9 | V | 178 42.5 | 14.998 | N 22 24.3 | -0.30 | 286 42.8 | 12  5 14 | 4 22 ( 56) | 19 48 (303) |
| 2027 Jul 10 | S | 178 40.3 | 14.999 | N 22 17.1 | -0.32 | 287 41.9 | 12  5 23 | 4 23 ( 57) | 19 47 (303) |
| 2027 Jul 11 | D | 178 38.2 | 14.999 | N 22  9.5 | -0.33 | 288 41.0 | 12  5 31 | 4 24 ( 57) | 19 47 (303) |
| 2027 Jul 12 | L | 178 36.2 | 14.999 | N 22  1.5 | -0.35 | 289 40.2 | 12  5 39 | 4 25 ( 57) | 19 46 (303) |
| 2027 Jul 13 | M | 178 34.3 | 14.999 | N 21 53.1 | -0.36 | 290 39.3 | 12  5 46 | 4 26 ( 57) | 19 45 (303) |
| 2027 Jul 14 | M | 178 32.5 | 14.999 | N 21 44.4 | -0.38 | 291 38.5 | 12  5 53 | 4 26 ( 57) | 19 45 (302) |
| 2027 Jul 15 | J | 178 30.9 | 14.999 | N 21 35.3 | -0.39 | 292 37.6 | 12  5 60 | 4 27 ( 58) | 19 44 (302) |
| 2027 Jul 16 | V | 178 29.4 | 14.999 | N 21 25.8 | -0.41 | 293 36.7 | 12  6  5 | 4 28 ( 58) | 19 43 (302) |
| 2027 Jul 17 | S | 178 28.0 | 14.999 | N 21 16.0 | -0.43 | 294 35.9 | 12  6 11 | 4 29 ( 58) | 19 43 (302) |
| 2027 Jul 18 | D | 178 26.8 | 14.999 | N 21  5.8 | -0.44 | 295 35.0 | 12  6 15 | 4 30 ( 58) | 19 42 (301) |
| 2027 Jul 19 | L | 178 25.7 | 14.999 | N 20 55.2 | -0.45 | 296 34.2 | 12  6 19 | 4 31 ( 59) | 19 41 (301) |
| 2027 Jul 20 | M | 178 24.7 | 14.999 | N 20 44.3 | -0.47 | 297 33.3 | 12  6 23 | 4 32 ( 59) | 19 40 (301) |
| 2027 Jul 21 | M | 178 23.9 | 15.000 | N 20 33.0 | -0.48 | 298 32.4 | 12  6 26 | 4 33 ( 59) | 19 39 (300) |
| 2027 Jul 22 | J | 178 23.2 | 15.000 | N 20 21.4 | -0.50 | 299 31.6 | 12  6 29 | 4 34 ( 60) | 19 38 (300) |
| 2027 Jul 23 | V | 178 22.6 | 15.000 | N 20  9.5 | -0.51 | 300 30.7 | 12  6 31 | 4 35 ( 60) | 19 37 (300) |
| 2027 Jul 24 | S | 178 22.2 | 15.000 | N 19 57.2 | -0.53 | 301 29.9 | 12  6 32 | 4 36 ( 60) | 19 36 (300) |
| 2027 Jul 25 | D | 178 21.9 | 15.000 | N 19 44.6 | -0.54 | 302 29.0 | 12  6 33 | 4 37 ( 61) | 19 35 (299) |
| 2027 Jul 26 | L | 178 21.8 | 15.000 | N 19 31.6 | -0.55 | 303 28.1 | 12  6 33 | 4 38 ( 61) | 19 34 (299) |
| 2027 Jul 27 | M | 178 21.8 | 15.000 | N 19 18.4 | -0.57 | 304 27.3 | 12  6 33 | 4 39 ( 61) | 19 33 (299) |
| 2027 Jul 28 | M | 178 21.9 | 15.000 | N 19  4.8 | -0.58 | 305 26.4 | 12  6 32 | 4 41 ( 62) | 19 32 (298) |
| 2027 Jul 29 | J | 178 22.2 | 15.000 | N 18 50.9 | -0.59 | 306 25.6 | 12  6 30 | 4 42 ( 62) | 19 31 (298) |
| 2027 Jul 30 | V | 178 22.7 | 15.000 | N 18 36.6 | -0.61 | 307 24.7 | 12  6 28 | 4 43 ( 62) | 19 29 (297) |
| 2027 Jul 31 | S | 178 23.3 | 15.001 | N 18 22.1 | -0.62 | 308 23.8 | 12  6 25 | 4 44 ( 63) | 19 28 (297) |
| 2027 Aou  1 | D | 178 24.0 | 15.001 | N 18  7.3 | -0.63 | 309 23.0 | 12  6 22 | 4 45 ( 63) | 19 27 (297) |
| 2027 Aou  2 | L | 178 24.9 | 15.001 | N 17 52.2 | -0.64 | 310 22.1 | 12  6 18 | 4 46 ( 63) | 19 26 (296) |
| 2027 Aou  3 | M | 178 26.0 | 15.001 | N 17 36.7 | -0.65 | 311 21.3 | 12  6 14 | 4 47 ( 64) | 19 24 (296) |
| 2027 Aou  4 | M | 178 27.2 | 15.001 | N 17 21.0 | -0.67 | 312 20.4 | 12  6  9 | 4 48 ( 64) | 19 23 (296) |
| 2027 Aou  5 | J | 178 28.5 | 15.001 | N 17  5.1 | -0.68 | 313 19.5 | 12  6  3 | 4 50 ( 65) | 19 22 (295) |
| 2027 Aou  6 | V | 178 30.1 | 15.001 | N 16 48.8 | -0.69 | 314 18.7 | 12  5 57 | 4 51 ( 65) | 19 20 (295) |
| 2027 Aou  7 | S | 178 31.7 | 15.001 | N 16 32.3 | -0.70 | 315 17.8 | 12  5 50 | 4 52 ( 65) | 19 19 (294) |
| 2027 Aou  8 | D | 178 33.5 | 15.001 | N 16 15.5 | -0.71 | 316 16.9 | 12  5 42 | 4 53 ( 66) | 19 18 (294) |
| 2027 Aou  9 | L | 178 35.5 | 15.001 | N 15 58.4 | -0.72 | 317 16.1 | 12  5 34 | 4 54 ( 66) | 19 16 (293) |
| 2027 Aou 10 | M | 178 37.6 | 15.002 | N 15 41.1 | -0.73 | 318 15.2 | 12  5 25 | 4 55 ( 67) | 19 15 (293) |
| 2027 Aou 11 | M | 178 39.9 | 15.002 | N 15 23.6 | -0.74 | 319 14.4 | 12  5 16 | 4 57 ( 67) | 19 13 (293) |
| 2027 Aou 12 | J | 178 42.3 | 15.002 | N 15  5.8 | -0.75 | 320 13.5 | 12  5  6 | 4 58 ( 68) | 19 12 (292) |
| 2027 Aou 13 | V | 178 44.8 | 15.002 | N 14 47.7 | -0.76 | 321 12.6 | 12  4 55 | 4 59 ( 68) | 19 10 (292) |
| 2027 Aou 14 | S | 178 47.5 | 15.002 | N 14 29.4 | -0.77 | 322 11.8 | 12  4 44 | 5 00 ( 68) | 19 09 (291) |
| 2027 Aou 15 | D | 178 50.4 | 15.002 | N 14 10.9 | -0.78 | 323 10.9 | 12  4 33 | 5 01 ( 69) | 19 07 (291) |
| 2027 Aou 16 | L | 178 53.4 | 15.002 | N 13 52.2 | -0.79 | 324 10.1 | 12  4 20 | 5 03 ( 69) | 19 05 (290) |
| 2027 Aou 17 | M | 178 56.5 | 15.002 | N 13 33.3 | -0.80 | 325  9.2 | 12  4  8 | 5 04 ( 70) | 19 04 (290) |
| 2027 Aou 18 | M | 178 59.7 | 15.002 | N 13 14.1 | -0.81 | 326  8.3 | 12  3 55 | 5 05 ( 70) | 19 02 (289) |
| 2027 Aou 19 | J | 179  3.1 | 15.002 | N 12 54.7 | -0.82 | 327  7.5 | 12  3 41 | 5 06 ( 71) | 19 00 (289) |
| 2027 Aou 20 | V | 179  6.5 | 15.003 | N 12 35.2 | -0.82 | 328  6.6 | 12  3 27 | 5 07 ( 71) | 18 59 (288) |
| 2027 Aou 21 | S | 179 10.1 | 15.003 | N 12 15.4 | -0.83 | 329  5.8 | 12  3 12 | 5 08 ( 72) | 18 57 (288) |
| 2027 Aou 22 | D | 179 13.9 | 15.003 | N 11 55.4 | -0.84 | 330  4.9 | 12  2 57 | 5 10 ( 72) | 18 55 (287) |
| 2027 Aou 23 | L | 179 17.7 | 15.003 | N 11 35.3 | -0.85 | 331  4.0 | 12  2 41 | 5 11 ( 73) | 18 54 (287) |
| 2027 Aou 24 | M | 179 21.6 | 15.003 | N 11 14.9 | -0.86 | 332  3.2 | 12  2 26 | 5 12 ( 73) | 18 52 (286) |
| 2027 Aou 25 | M | 179 25.7 | 15.003 | N 10 54.4 | -0.86 | 333  2.3 | 12  2  9 | 5 13 ( 74) | 18 50 (286) |
| 2027 Aou 26 | J | 179 29.8 | 15.003 | N 10 33.7 | -0.87 | 334  1.4 | 12  1 52 | 5 14 ( 74) | 18 48 (285) |
| 2027 Aou 27 | V | 179 34.0 | 15.003 | N 10 12.8 | -0.88 | 335  0.6 | 12  1 35 | 5 16 ( 75) | 18 47 (285) |
| 2027 Aou 28 | S | 179 38.3 | 15.003 | N  9 51.8 | -0.88 | 335 59.7 | 12  1 18 | 5 17 ( 75) | 18 45 (284) |
| 2027 Aou 29 | D | 179 42.8 | 15.003 | N  9 30.6 | -0.89 | 336 58.9 | 12  1  0 | 5 18 ( 76) | 18 43 (284) |
| 2027 Aou 30 | L | 179 47.2 | 15.003 | N  9  9.2 | -0.90 | 337 58.0 | 12  0 42 | 5 19 ( 76) | 18 41 (283) |
| 2027 Aou 31 | M | 179 51.8 | 15.003 | N  8 47.7 | -0.90 | 338 57.1 | 12  0 23 | 5 20 ( 77) | 18 40 (283) |
| 2027 Sep  1 | M | 179 56.5 | 15.003 | N  8 26.1 | -0.91 | 339 56.3 | 12  0  5 | 5 22 ( 77) | 18 38 (282) |
| 2027 Sep  2 | J | 180  1.2 | 15.003 | N  8  4.3 | -0.91 | 340 55.4 | 11 59 46 | 5 23 ( 78) | 18 36 (282) |
| 2027 Sep  3 | V | 180  6.0 | 15.003 | N  7 42.4 | -0.92 | 341 54.6 | 11 59 26 | 5 24 ( 78) | 18 34 (281) |
| 2027 Sep  4 | S | 180 10.9 | 15.003 | N  7 20.4 | -0.92 | 342 53.7 | 11 59  7 | 5 25 ( 79) | 18 32 (281) |
| 2027 Sep  5 | D | 180 15.9 | 15.003 | N  6 58.3 | -0.93 | 343 52.8 | 11 58 47 | 5 26 ( 79) | 18 30 (280) |
| 2027 Sep  6 | L | 180 20.9 | 15.004 | N  6 36.0 | -0.93 | 344 52.0 | 11 58 26 | 5 28 ( 80) | 18 29 (280) |
| 2027 Sep  7 | M | 180 25.9 | 15.004 | N  6 13.7 | -0.94 | 345 51.1 | 11 58  6 | 5 29 ( 80) | 18 27 (279) |
| 2027 Sep  8 | M | 180 31.1 | 15.004 | N  5 51.2 | -0.94 | 346 50.2 | 11 57 45 | 5 30 ( 81) | 18 25 (279) |
| 2027 Sep  9 | J | 180 36.2 | 15.004 | N  5 28.7 | -0.94 | 347 49.4 | 11 57 25 | 5 31 ( 82) | 18 23 (278) |
| 2027 Sep 10 | V | 180 41.5 | 15.004 | N  5  6.0 | -0.95 | 348 48.5 | 11 57  4 | 5 32 ( 82) | 18 21 (278) |
| 2027 Sep 11 | S | 180 46.7 | 15.004 | N  4 43.3 | -0.95 | 349 47.7 | 11 56 43 | 5 33 ( 83) | 18 19 (277) |
| 2027 Sep 12 | D | 180 52.0 | 15.004 | N  4 20.5 | -0.95 | 350 46.8 | 11 56 21 | 5 35 ( 83) | 18 17 (277) |
| 2027 Sep 13 | L | 180 57.3 | 15.004 | N  3 57.6 | -0.96 | 351 45.9 | 11 56  0 | 5 36 ( 84) | 18 15 (276) |
| 2027 Sep 14 | M | 181  2.7 | 15.004 | N  3 34.7 | -0.96 | 352 45.1 | 11 55 39 | 5 37 ( 84) | 18 13 (275) |
| 2027 Sep 15 | M | 181  8.0 | 15.004 | N  3 11.7 | -0.96 | 353 44.2 | 11 55 17 | 5 38 ( 85) | 18 12 (275) |
| 2027 Sep 16 | J | 181 13.4 | 15.004 | N  2 48.6 | -0.96 | 354 43.4 | 11 54 56 | 5 39 ( 85) | 18 10 (274) |
| 2027 Sep 17 | V | 181 18.8 | 15.004 | N  2 25.5 | -0.97 | 355 42.5 | 11 54 34 | 5 41 ( 86) | 18 08 (274) |
| 2027 Sep 18 | S | 181 24.2 | 15.004 | N  2  2.3 | -0.97 | 356 41.6 | 11 54 13 | 5 42 ( 86) | 18 06 (273) |
| 2027 Sep 19 | D | 181 29.5 | 15.004 | N  1 39.1 | -0.97 | 357 40.8 | 11 53 51 | 5 43 ( 87) | 18 04 (273) |
| 2027 Sep 20 | L | 181 34.9 | 15.004 | N  1 15.8 | -0.97 | 358 39.9 | 11 53 30 | 5 44 ( 88) | 18 02 (272) |
| 2027 Sep 21 | M | 181 40.3 | 15.004 | N  0 52.5 | -0.97 | 359 39.0 | 11 53  8 | 5 45 ( 88) | 18 00 (272) |
| 2027 Sep 22 | M | 181 45.6 | 15.004 | N  0 29.2 | -0.97 |   0 38.2 | 11 52 47 | 5 47 ( 89) | 17 58 (271) |
| 2027 Sep 23 | J | 181 50.9 | 15.004 | N  0  5.9 | -0.97 |   1 37.3 | 11 52 26 | 5 48 ( 89) | 17 56 (271) |
| 2027 Sep 24 | V | 181 56.2 | 15.004 | S  0 17.5 | +0.97 |   2 36.5 | 11 52  5 | 5 49 ( 90) | 17 54 (270) |
| 2027 Sep 25 | S | 182  1.4 | 15.004 | S  0 40.8 | +0.97 |   3 35.6 | 11 51 44 | 5 50 ( 90) | 17 52 (269) |
| 2027 Sep 26 | D | 182  6.6 | 15.004 | S  1  4.2 | +0.97 |   4 34.7 | 11 51 24 | 5 51 ( 91) | 17 51 (269) |
| 2027 Sep 27 | L | 182 11.7 | 15.004 | S  1 27.6 | +0.97 |   5 33.9 | 11 51  3 | 5 53 ( 91) | 17 49 (268) |
| 2027 Sep 28 | M | 182 16.8 | 15.003 | S  1 50.9 | +0.97 |   6 33.0 | 11 50 43 | 5 54 ( 92) | 17 47 (268) |
| 2027 Sep 29 | M | 182 21.8 | 15.003 | S  2 14.3 | +0.97 |   7 32.2 | 11 50 23 | 5 55 ( 92) | 17 45 (267) |
| 2027 Sep 30 | J | 182 26.8 | 15.003 | S  2 37.6 | +0.97 |   8 31.3 | 11 50  3 | 5 56 ( 93) | 17 43 (267) |
| 2027 Oct  1 | V | 182 31.7 | 15.003 | S  3  0.9 | +0.97 |   9 30.4 | 11 49 44 | 5 58 ( 94) | 17 41 (266) |
| 2027 Oct  2 | S | 182 36.5 | 15.003 | S  3 24.2 | +0.97 |  10 29.6 | 11 49 25 | 5 59 ( 94) | 17 39 (266) |
| 2027 Oct  3 | D | 182 41.3 | 15.003 | S  3 47.4 | +0.97 |  11 28.7 | 11 49  6 | 6 00 ( 95) | 17 37 (265) |
| 2027 Oct  4 | L | 182 46.0 | 15.003 | S  4 10.6 | +0.96 |  12 27.8 | 11 48 47 | 6 01 ( 95) | 17 36 (265) |
| 2027 Oct  5 | M | 182 50.6 | 15.003 | S  4 33.8 | +0.96 |  13 27.0 | 11 48 29 | 6 03 ( 96) | 17 34 (264) |
| 2027 Oct  6 | M | 182 55.1 | 15.003 | S  4 56.8 | +0.96 |  14 26.1 | 11 48 11 | 6 04 ( 96) | 17 32 (263) |
| 2027 Oct  7 | J | 182 59.5 | 15.003 | S  5 19.8 | +0.96 |  15 25.3 | 11 47 53 | 6 05 ( 97) | 17 30 (263) |
| 2027 Oct  8 | V | 183  3.8 | 15.003 | S  5 42.8 | +0.95 |  16 24.4 | 11 47 36 | 6 06 ( 97) | 17 28 (262) |
| 2027 Oct  9 | S | 183  8.1 | 15.003 | S  6  5.7 | +0.95 |  17 23.5 | 11 47 20 | 6 08 ( 98) | 17 26 (262) |
| 2027 Oct 10 | D | 183 12.2 | 15.003 | S  6 28.5 | +0.95 |  18 22.7 | 11 47  3 | 6 09 ( 98) | 17 25 (261) |
| 2027 Oct 11 | L | 183 16.2 | 15.003 | S  6 51.2 | +0.94 |  19 21.8 | 11 46 48 | 6 10 ( 99) | 17 23 (261) |
| 2027 Oct 12 | M | 183 20.1 | 15.003 | S  7 13.8 | +0.94 |  20 21.0 | 11 46 32 | 6 11 (100) | 17 21 (260) |
| 2027 Oct 13 | M | 183 23.9 | 15.003 | S  7 36.3 | +0.93 |  21 20.1 | 11 46 17 | 6 13 (100) | 17 19 (260) |
| 2027 Oct 14 | J | 183 27.5 | 15.002 | S  7 58.7 | +0.93 |  22 19.2 | 11 46  3 | 6 14 (101) | 17 17 (259) |
| 2027 Oct 15 | V | 183 31.0 | 15.002 | S  8 21.0 | +0.92 |  23 18.4 | 11 45 49 | 6 15 (101) | 17 16 (259) |
| 2027 Oct 16 | S | 183 34.4 | 15.002 | S  8 43.1 | +0.92 |  24 17.5 | 11 45 36 | 6 17 (102) | 17 14 (258) |
| 2027 Oct 17 | D | 183 37.6 | 15.002 | S  9  5.2 | +0.91 |  25 16.6 | 11 45 23 | 6 18 (102) | 17 12 (258) |
| 2027 Oct 18 | L | 183 40.7 | 15.002 | S  9 27.1 | +0.91 |  26 15.8 | 11 45 11 | 6 19 (103) | 17 11 (257) |
| 2027 Oct 19 | M | 183 43.7 | 15.002 | S  9 48.9 | +0.90 |  27 14.9 | 11 44 60 | 6 20 (103) | 17 09 (257) |
| 2027 Oct 20 | M | 183 46.5 | 15.002 | S 10 10.6 | +0.90 |  28 14.1 | 11 44 49 | 6 22 (104) | 17 07 (256) |
| 2027 Oct 21 | J | 183 49.1 | 15.002 | S 10 32.1 | +0.89 |  29 13.2 | 11 44 39 | 6 23 (104) | 17 06 (256) |
| 2027 Oct 22 | V | 183 51.5 | 15.002 | S 10 53.4 | +0.88 |  30 12.3 | 11 44 29 | 6 24 (105) | 17 04 (255) |
| 2027 Oct 23 | S | 183 53.8 | 15.001 | S 11 14.6 | +0.88 |  31 11.5 | 11 44 21 | 6 26 (105) | 17 02 (254) |
| 2027 Oct 24 | D | 183 55.9 | 15.001 | S 11 35.6 | +0.87 |  32 10.6 | 11 44 13 | 6 27 (106) | 17 01 (254) |
| 2027 Oct 25 | L | 183 57.8 | 15.001 | S 11 56.5 | +0.86 |  33  9.8 | 11 44  5 | 6 28 (106) | 16 59 (254) |
| 2027 Oct 26 | M | 183 59.6 | 15.001 | S 12 17.1 | +0.85 |  34  8.9 | 11 43 59 | 6 30 (107) | 16 58 (253) |
| 2027 Oct 27 | M | 184  1.1 | 15.001 | S 12 37.6 | +0.85 |  35  8.0 | 11 43 53 | 6 31 (107) | 16 56 (253) |
| 2027 Oct 28 | J | 184  2.5 | 15.001 | S 12 57.9 | +0.84 |  36  7.2 | 11 43 48 | 6 32 (108) | 16 54 (252) |
| 2027 Oct 29 | V | 184  3.7 | 15.001 | S 13 18.0 | +0.83 |  37  6.3 | 11 43 43 | 6 34 (108) | 16 53 (252) |
| 2027 Oct 30 | S | 184  4.7 | 15.001 | S 13 37.9 | +0.82 |  38  5.4 | 11 43 40 | 6 35 (109) | 16 52 (251) |
| 2027 Oct 31 | D | 184  5.5 | 15.000 | S 13 57.5 | +0.81 |  39  4.6 | 11 43 37 | 6 37 (109) | 16 50 (251) |
| 2027 Nov  1 | L | 184  6.1 | 15.000 | S 14 17.0 | +0.80 |  40  3.7 | 11 43 35 | 6 38 (110) | 16 49 (250) |
| 2027 Nov  2 | M | 184  6.5 | 15.000 | S 14 36.2 | +0.79 |  41  2.9 | 11 43 34 | 6 39 (110) | 16 47 (250) |
| 2027 Nov  3 | M | 184  6.7 | 15.000 | S 14 55.1 | +0.78 |  42  2.0 | 11 43 33 | 6 41 (111) | 16 46 (249) |
| 2027 Nov  4 | J | 184  6.7 | 15.000 | S 15 13.9 | +0.77 |  43  1.1 | 11 43 34 | 6 42 (111) | 16 44 (249) |
| 2027 Nov  5 | V | 184  6.5 | 15.000 | S 15 32.3 | +0.76 |  44  0.3 | 11 43 35 | 6 43 (111) | 16 43 (248) |
| 2027 Nov  6 | S | 184  6.1 | 15.000 | S 15 50.6 | +0.75 |  44 59.4 | 11 43 37 | 6 45 (112) | 16 42 (248) |
| 2027 Nov  7 | D | 184  5.5 | 14.999 | S 16  8.5 | +0.74 |  45 58.6 | 11 43 40 | 6 46 (112) | 16 41 (247) |
| 2027 Nov  8 | L | 184  4.7 | 14.999 | S 16 26.2 | +0.73 |  46 57.7 | 11 43 43 | 6 48 (113) | 16 39 (247) |
| 2027 Nov  9 | M | 184  3.7 | 14.999 | S 16 43.6 | +0.71 |  47 56.8 | 11 43 48 | 6 49 (113) | 16 38 (247) |
| 2027 Nov 10 | M | 184  2.4 | 14.999 | S 17  0.7 | +0.70 |  48 56.0 | 11 43 53 | 6 50 (114) | 16 37 (246) |
| 2027 Nov 11 | J | 184  1.0 | 14.999 | S 17 17.5 | +0.69 |  49 55.1 | 11 43 59 | 6 52 (114) | 16 36 (246) |
| 2027 Nov 12 | V | 183 59.4 | 14.999 | S 17 34.1 | +0.68 |  50 54.2 | 11 44  6 | 6 53 (114) | 16 35 (245) |
| 2027 Nov 13 | S | 183 57.5 | 14.999 | S 17 50.3 | +0.66 |  51 53.4 | 11 44 14 | 6 54 (115) | 16 34 (245) |
| 2027 Nov 14 | D | 183 55.5 | 14.998 | S 18  6.2 | +0.65 |  52 52.5 | 11 44 22 | 6 56 (115) | 16 32 (245) |
| 2027 Nov 15 | L | 183 53.2 | 14.998 | S 18 21.8 | +0.64 |  53 51.7 | 11 44 32 | 6 57 (116) | 16 31 (244) |
| 2027 Nov 16 | M | 183 50.7 | 14.998 | S 18 37.1 | +0.62 |  54 50.8 | 11 44 42 | 6 58 (116) | 16 30 (244) |
| 2027 Nov 17 | M | 183 48.0 | 14.998 | S 18 52.1 | +0.61 |  55 49.9 | 11 44 53 | 7 00 (116) | 16 29 (243) |
| 2027 Nov 18 | J | 183 45.1 | 14.998 | S 19  6.7 | +0.60 |  56 49.1 | 11 45  6 | 7 01 (117) | 16 29 (243) |
| 2027 Nov 19 | V | 183 42.0 | 14.998 | S 19 21.0 | +0.58 |  57 48.2 | 11 45 18 | 7 03 (117) | 16 28 (243) |
| 2027 Nov 20 | S | 183 38.7 | 14.998 | S 19 34.9 | +0.57 |  58 47.4 | 11 45 32 | 7 04 (117) | 16 27 (242) |
| 2027 Nov 21 | D | 183 35.2 | 14.997 | S 19 48.5 | +0.55 |  59 46.5 | 11 45 47 | 7 05 (118) | 16 26 (242) |
| 2027 Nov 22 | L | 183 31.4 | 14.997 | S 20  1.7 | +0.54 |  60 45.6 | 11 46  2 | 7 06 (118) | 16 25 (242) |
| 2027 Nov 23 | M | 183 27.5 | 14.997 | S 20 14.6 | +0.52 |  61 44.8 | 11 46 18 | 7 08 (118) | 16 24 (241) |
| 2027 Nov 24 | M | 183 23.3 | 14.997 | S 20 27.1 | +0.50 |  62 43.9 | 11 46 35 | 7 09 (119) | 16 24 (241) |
| 2027 Nov 25 | J | 183 19.0 | 14.997 | S 20 39.2 | +0.49 |  63 43.1 | 11 46 53 | 7 10 (119) | 16 23 (241) |
| 2027 Nov 26 | V | 183 14.4 | 14.997 | S 20 50.9 | +0.47 |  64 42.2 | 11 47 12 | 7 12 (119) | 16 23 (241) |
| 2027 Nov 27 | S | 183  9.7 | 14.997 | S 21  2.3 | +0.46 |  65 41.3 | 11 47 31 | 7 13 (120) | 16 22 (240) |
| 2027 Nov 28 | D | 183  4.8 | 14.996 | S 21 13.2 | +0.44 |  66 40.5 | 11 47 51 | 7 14 (120) | 16 21 (240) |
| 2027 Nov 29 | L | 182 59.7 | 14.996 | S 21 23.8 | +0.42 |  67 39.6 | 11 48 12 | 7 15 (120) | 16 21 (240) |
| 2027 Nov 30 | M | 182 54.4 | 14.996 | S 21 33.9 | +0.41 |  68 38.8 | 11 48 33 | 7 16 (120) | 16 20 (239) |
| 2027 Dec  1 | M | 182 49.0 | 14.996 | S 21 43.6 | +0.39 |  69 37.9 | 11 48 55 | 7 18 (121) | 16 20 (239) |
| 2027 Dec  2 | J | 182 43.4 | 14.996 | S 21 52.9 | +0.37 |  70 37.0 | 11 49 18 | 7 19 (121) | 16 20 (239) |
| 2027 Dec  3 | V | 182 37.6 | 14.996 | S 22  1.8 | +0.35 |  71 36.2 | 11 49 41 | 7 20 (121) | 16 19 (239) |
| 2027 Dec  4 | S | 182 31.7 | 14.996 | S 22 10.3 | +0.33 |  72 35.3 | 11 50  5 | 7 21 (121) | 16 19 (239) |
| 2027 Dec  5 | D | 182 25.6 | 14.996 | S 22 18.3 | +0.32 |  73 34.5 | 11 50 30 | 7 22 (122) | 16 19 (238) |
| 2027 Dec  6 | L | 182 19.5 | 14.996 | S 22 25.9 | +0.30 |  74 33.6 | 11 50 55 | 7 23 (122) | 16 19 (238) |
| 2027 Dec  7 | M | 182 13.2 | 14.996 | S 22 33.1 | +0.28 |  75 32.7 | 11 51 20 | 7 24 (122) | 16 18 (238) |
| 2027 Dec  8 | M | 182  6.7 | 14.995 | S 22 39.8 | +0.26 |  76 31.9 | 11 51 46 | 7 25 (122) | 16 18 (238) |
| 2027 Dec  9 | J | 182  0.2 | 14.995 | S 22 46.1 | +0.24 |  77 31.0 | 11 52 13 | 7 26 (122) | 16 18 (238) |
| 2027 Dec 10 | V | 181 53.5 | 14.995 | S 22 52.0 | +0.22 |  78 30.2 | 11 52 39 | 7 27 (122) | 16 18 (238) |
| 2027 Dec 11 | S | 181 46.7 | 14.995 | S 22 57.3 | +0.21 |  79 29.3 | 11 53  7 | 7 28 (123) | 16 18 (237) |
| 2027 Dec 12 | D | 181 39.9 | 14.995 | S 23  2.3 | +0.19 |  80 28.4 | 11 53 34 | 7 29 (123) | 16 18 (237) |
| 2027 Dec 13 | L | 181 32.9 | 14.995 | S 23  6.8 | +0.17 |  81 27.6 | 11 54  2 | 7 29 (123) | 16 18 (237) |
